TestCaseID,Year,Month,Day,ExpectedOutput,ActualOutput,Correctness,Time,TesterName
26,2007,1,16,2007/1/17,2007/1/17,TRUE,2022/4/2 18:58:09,RQD、fuyang
27,2009,3,28,2009/3/29,2009/3/29,TRUE,2022/4/2 18:58:09,RQD、fuyang
28,2010,5,29,2010/5/30,2010/5/30,TRUE,2022/4/2 18:58:09,RQD、fuyang
29,2011,7,30,2011/7/31,2011/7/31,TRUE,2022/4/2 18:58:09,RQD、fuyang
30,2013,8,31,2013/9/1,2013/9/1,TRUE,2022/4/2 18:58:09,RQD、fuyang
31,2014,4,16,2014/4/17,2014/4/17,TRUE,2022/4/2 18:58:09,RQD、fuyang
32,2015,6,28,2015/6/29,2015/6/29,TRUE,2022/4/2 18:58:09,RQD、fuyang
33,2017,9,29,2017/9/30,2017/9/30,TRUE,2022/4/2 18:58:09,RQD、fuyang
34,2018,11,30,2018/12/1,2018/12/1,TRUE,2022/4/2 18:58:09,RQD、fuyang
35,2019,11,31,日期数值越界,日期数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
36,2021,12,16,2021/12/17,2021/12/17,TRUE,2022/4/2 18:58:09,RQD、fuyang
37,2022,12,28,2022/12/29,2022/12/29,TRUE,2022/4/2 18:58:09,RQD、fuyang
38,2023,12,29,2023/12/30,2023/12/30,TRUE,2022/4/2 18:58:09,RQD、fuyang
39,2025,12,30,2025/12/31,2025/12/31,TRUE,2022/4/2 18:58:09,RQD、fuyang
40,2026,12,31,2027/1/1,2027/1/1,TRUE,2022/4/2 18:58:09,RQD、fuyang
41,1899,0,0,年份数值越界,年份数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
42,1898,0,16,年份数值越界,年份数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
43,1897,0,28,年份数值越界,年份数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
44,1896,0,29,年份数值越界,年份数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
45,1895,0,30,年份数值越界,年份数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
46,1894,0,31,年份数值越界,年份数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
47,1893,0,32,年份数值越界,年份数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
48,1892,2,0,年份数值越界,年份数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
49,1891,2,16,年份数值越界,年份数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
50,1890,2,28,年份数值越界,年份数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
51,1889,2,29,年份数值越界,年份数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
52,1888,2,30,年份数值越界,年份数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
53,1887,2,31,年份数值越界,年份数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
54,1886,2,32,年份数值越界,年份数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
55,1885,1,0,年份数值越界,年份数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
56,1884,1,16,年份数值越界,年份数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
57,1883,3,28,年份数值越界,年份数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
58,1882,5,29,年份数值越界,年份数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
59,1881,7,30,年份数值越界,年份数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
60,1880,8,31,年份数值越界,年份数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
61,1879,8,32,年份数值越界,年份数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
62,1878,4,0,年份数值越界,年份数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
63,1877,4,16,年份数值越界,年份数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
64,1876,6,28,年份数值越界,年份数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
65,1875,9,29,年份数值越界,年份数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
66,1874,11,30,年份数值越界,年份数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
67,1873,11,31,年份数值越界,年份数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
68,1872,11,32,年份数值越界,年份数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
69,1871,12,0,年份数值越界,年份数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
70,1870,12,16,年份数值越界,年份数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
71,1869,12,28,年份数值越界,年份数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
72,1868,12,29,年份数值越界,年份数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
73,1867,12,30,年份数值越界,年份数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
74,1866,12,31,年份数值越界,年份数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
75,1865,12,32,年份数值越界,年份数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
76,1864,13,0,年份数值越界,年份数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
77,1863,13,16,年份数值越界,年份数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
78,1862,13,28,年份数值越界,年份数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
79,1861,13,29,年份数值越界,年份数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
80,1860,13,30,年份数值越界,年份数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
81,1859,13,31,年份数值越界,年份数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
82,1858,13,32,年份数值越界,年份数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
83,2101,0,0,年份数值越界,年份数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
84,2102,0,16,年份数值越界,年份数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
85,2103,0,28,年份数值越界,年份数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
86,2104,0,29,年份数值越界,年份数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
87,2105,0,30,年份数值越界,年份数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
88,2106,0,31,年份数值越界,年份数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
89,2107,0,32,年份数值越界,年份数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
90,2108,2,0,年份数值越界,年份数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
91,2109,2,16,年份数值越界,年份数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
92,2110,2,28,年份数值越界,年份数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
93,2111,2,29,年份数值越界,年份数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
94,2112,2,30,年份数值越界,年份数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
95,2113,2,31,年份数值越界,年份数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
96,2114,2,32,年份数值越界,年份数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
97,2115,1,0,年份数值越界,年份数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
98,2116,1,16,年份数值越界,年份数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
99,2117,3,28,年份数值越界,年份数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
100,2118,5,29,年份数值越界,年份数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
101,2119,7,30,年份数值越界,年份数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
102,2120,8,31,年份数值越界,年份数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
103,2121,8,32,年份数值越界,年份数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
104,2122,4,0,年份数值越界,年份数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
105,2123,4,16,年份数值越界,年份数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
106,2124,6,28,年份数值越界,年份数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
107,2125,9,29,年份数值越界,年份数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
108,2126,11,30,年份数值越界,年份数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
109,2127,11,31,年份数值越界,年份数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
110,2128,11,32,年份数值越界,年份数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
111,2129,12,0,年份数值越界,年份数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
112,2130,12,16,年份数值越界,年份数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
113,2131,12,28,年份数值越界,年份数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
114,2132,12,29,年份数值越界,年份数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
115,2133,12,30,年份数值越界,年份数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
116,2134,12,31,年份数值越界,年份数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
117,2135,12,32,年份数值越界,年份数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
118,2136,13,0,年份数值越界,年份数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
119,2137,13,16,年份数值越界,年份数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
120,2138,13,28,年份数值越界,年份数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
121,2139,13,29,年份数值越界,年份数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
122,2140,13,30,年份数值越界,年份数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
123,2141,13,31,年份数值越界,年份数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
124,2142,13,32,年份数值越界,年份数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
125,2000,0,0,月份数值越界,月份数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
126,2000,0,16,月份数值越界,月份数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
127,2000,0,28,月份数值越界,月份数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
128,2000,0,29,月份数值越界,月份数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
129,2000,0,30,月份数值越界,月份数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
130,2000,0,31,月份数值越界,月份数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
131,2000,0,32,月份数值越界,月份数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
132,2001,0,0,月份数值越界,月份数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
133,2001,0,16,月份数值越界,月份数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
134,2001,0,28,月份数值越界,月份数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
135,2001,0,29,月份数值越界,月份数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
136,2001,0,30,月份数值越界,月份数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
137,2001,0,31,月份数值越界,月份数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
138,2001,0,32,月份数值越界,月份数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
139,2000,13,0,月份数值越界,月份数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
140,2000,13,16,月份数值越界,月份数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
141,2000,13,28,月份数值越界,月份数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
142,2000,13,29,月份数值越界,月份数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
143,2000,13,30,月份数值越界,月份数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
144,2000,13,31,月份数值越界,月份数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
145,2000,13,32,月份数值越界,月份数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
146,2001,13,0,月份数值越界,月份数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
147,2001,13,16,月份数值越界,月份数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
148,2001,13,28,月份数值越界,月份数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
149,2001,13,29,月份数值越界,月份数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
150,2001,13,30,月份数值越界,月份数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
151,2001,13,31,月份数值越界,月份数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
152,2001,13,32,月份数值越界,月份数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
153,2000,1,0,日期数值越界,日期数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
154,2001,1,0,日期数值越界,日期数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
155,2000,2,0,日期数值越界,日期数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
156,2001,2,0,日期数值越界,日期数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
157,2000,4,0,日期数值越界,日期数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
158,2001,4,0,日期数值越界,日期数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
159,2000,12,0,日期数值越界,日期数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
160,2001,12,0,日期数值越界,日期数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
161,2000,1,32,日期数值越界,日期数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
162,2001,1,32,日期数值越界,日期数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
163,2000,2,32,日期数值越界,日期数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
164,2001,2,32,日期数值越界,日期数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
165,2000,4,32,日期数值越界,日期数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
166,2001,4,32,日期数值越界,日期数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
167,2000,12,32,日期数值越界,日期数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
168,2001,12,32,日期数值越界,日期数值越界,TRUE,2022/4/2 18:58:09,RQD、fuyang
